#  
#   VizieR Astronomical Server vizier.cds.unistra.fr
#    Date: 2026-08-19T11:09:13 [V7.5.8]
#   In case of problem, please report to: cds-question@unistra.fr
# 
#   
#Coosys J2000: eq_FK5 J2000 
#INFO service_protocol=ASU   IVOID of the protocol through which the data was retrieved
#INFO request_date=2026-08-19T11:09:13   Query execution date
#INFO request=https://vizier.cds.unistra.fr/viz-bin/asu-txt?-oc.form=dec&-out.max=unlimited&-order=I&-c.eq=J2000&-c.r=  2&-c.u=arcmin&-c.geom=r&-out.src=J/A+A/681/A107/metaspec&-source=J/A+A/681/A107/metaspec&-out=obsID&-out=Vmag&-out=B-V&-out=SpType&-out=RAJ2000&-out=DEJ2000&-out=airmass&-out=exptime&-out=SNR-V&-out=date-avg&-out=FileName&   Full request URL (POST)
#INFO contact=cds-question@unistra.fr   Email or URL to contact publisher
#INFO server_software=VizieR/7.5.8   Software version
#INFO publisher=CDS   Data centre that produced the VOTable

#RESOURCE=yCat_36810107
#Name: J/A+A/681/A107
#Title: Mercator Lib. of High Res. Stellar Spectroscopy (Royer+, 2024)
#INFO ivoid=ivo://cds.vizier/j/a+a/681/a107     IVOID of underlying data collection     
#INFO data_ivoid=ivo://cds.vizier/j/a+a/681/a107     IVOID of underlying data collection     
#INFO creator=Royer P.     First author or institution     
#INFO cites=bibcode:2024A&A...681A.107R     Article or Data origin sources     
#INFO journal=A&A     Journal name     
#INFO original_date=2024     Year of the article publication     
#INFO reference_url=https://cdsarc.cds.unistra.fr/viz-bin/cat/J/A+A/681/A107     Dataset landing page     
#INFO citation=doi:10.26093/cds/vizier.36810107     Dataset identifier that can be used for citation     
#INFO publication_date=2024-11-06     Date of first publication in the data centre     
#INFO rights_uri=https://cds.unistra.fr/vizier-org/licences_vizier.html     Licence URI     
#Table J_A_A_681_A107_metaspec:
#Name: J/A+A/681/A107/metaspec
#Title: Spectral library
#---Details of Columns:
    obsID             (I6)    [307233/957616] Unique observation ID [ucd=meta.id;obs]
    Vmag (mag)        (F6.2)  V magnitude (apparent) [ucd=phot.mag;em.opt.V]
    B-V               (F5.2)  ? B-V color index [ucd=phot.color;em.opt.B;em.opt.V]
    SpType            (a22)   Spectral type [ucd=src.spType]
    RAJ2000 ("h:m:s") (A11)   Right ascension (J2000) [ucd=pos.eq.ra;meta.main]
    DEJ2000 ("d:m:s") (A12)   Declination (J2000) [ucd=pos.eq.dec;meta.main]
    airmass           (F7.3)  Airmass [ucd=obs.airMass]
    exptime (s)       (F6.1)  Exposure time [ucd=time.duration;obs.exposure]
    SNR-V             (F5.1)  Estimated SNR in the V band [ucd=stat.snr]
    date-avg (s)      (A19)   Date [center of the observation] [ucd=time.epoch]
    FileName          (A12)   Filename of the spectrum [ucd=meta.id;meta.file]

hmsToDegrees(RAJ2000)
dmsToDegrees(DEJ2000)
------ ------ ----- ---------------------- ----------- ------------ ------- ------ ----- ------------------- ------------                                                                                              
obsID  Vmag  B-V   SpType                 RAJ200("h:m:s") DEJ20("d:m:s") airmass exptime(s) SNR-V date-avg(s)        FileName    
------ ------ ----- ---------------------- ----------- ------------ ------- ------ ----- ------------------- ------------
307233   4.52  0.05 A2V                    00 18 19.70 +36 47 06.79   1.261   81.0 209.3 2010-09-28T03:59:52 me307233.fit
307234   4.52  0.05 A2V                    00 18 19.70 +36 47 06.79   1.277  150.0 284.5 2010-09-28T04:05:02 me307234.fit
307238   5.57  0.40 A8II                   00 01 37.00 +61 13 22.12   1.553  500.0 317.2 2010-09-28T04:43:18 me307238.fit
307337   7.78  1.79 K7V                    00 23 19.50 +62 18 50.62   1.393 1800.0 190.5 2010-09-29T04:15:39 me307337.fit
307340   6.77  0.19 A5/7III                02 29 55.40 -22 40 59.52   1.820 1800.0 279.0 2010-09-29T05:04:50 me307340.fit
307451   5.57  0.40 A8II                   00 01 37.00 +61 13 22.12   1.587  205.0 189.8 2010-09-30T20:36:13 me307451.fit
307452   5.57  0.40 A8II                   00 01 37.00 +61 13 22.12   1.528  208.0 180.0 2010-09-30T20:51:48 me307452.fit
307453   6.40  Nan  G3V+G8V                00 06 15.80 +58 26 12.19   1.485  236.0 157.6 2010-09-30T21:02:57 me307453.fit
307468   7.78  1.79 K7V                    00 23 19.50 +62 18 50.62   1.212  900.0  91.2 2010-10-01T01:46:53 me307468.fit
307469   7.78  1.79 K7V                    00 23 19.50 +62 18 50.62   1.224 1000.0 127.7 2010-10-01T02:07:42 me307469.fit
307472   7.78  1.79 K7V                    00 23 19.50 +62 18 50.62   1.259 1060.0 116.9 2010-10-01T02:45:35 me307472.fit
307473   6.77  0.19 A5/7III                02 29 55.30 -22 40 59.52   1.603  700.0 160.0 2010-10-01T03:09:56 me307473.fit
307477   6.65  0.48 F7IV                   00 27 04.60 +25 02 31.42   1.361  640.0 183.2 2010-10-01T04:17:29 me307477.fit
307478   5.88 -0.02 A0IV                   00 18 38.30 +31 31 01.99   1.443  300.0 191.5 2010-10-01T04:29:10 me307478.fit
307479   5.86 -0.15 B2.5IV                 00 36 47.30 +15 13 54.19   1.532  300.0 192.3 2010-10-01T04:38:19 me307479.fit
307480   5.88  0.83 K0.5V                  00 39 21.80 +21 15 01.69   1.512  230.0 158.1 2010-10-01T04:47:48 me307480.fit
307530   5.85 -0.09 B8III                  00 17 09.00 +47 56 50.71   1.681  263.0 143.9 2010-10-01T20:25:11 me307530.fit
307531   5.85 -0.09 B8III                  00 17 09.00 +47 56 50.71   1.593  310.0 139.8 2010-10-01T20:39:46 me307531.fit
307535   6.20  Nan  K0IV                   00 30 55.10 +77 01 09.91   1.559  304.0 132.5 2010-10-01T23:10:30 me307535.fit
307536   6.20  Nan  K0IV                   00 30 55.10 +77 01 09.91   1.548  350.0 114.8 2010-10-01T23:22:19 me307536.fit
307542   6.47  0.53 G0                     00 20 30.90 +48 58 07.10   1.067  388.0 145.4 2010-10-02T00:58:16 me307542.fit
307543   6.47  0.53 G0                     00 20 30.90 +48 58 07.10   1.068  450.0 160.3 2010-10-02T01:08:59 me307543.fit
307547   5.58 -0.12 B5IV                   00 24 15.70 +52 01 11.71   1.112  204.0 125.7 2010-10-02T01:56:13 me307547.fit
307548   5.58 -0.12 B5IV                   00 24 15.70 +52 01 11.71   1.119  240.0 129.1 2010-10-02T02:04:27 me307548.fit
307552   5.72 -0.07 B9IV                   00 25 06.40 +53 02 48.41   1.165  270.0 123.8 2010-10-02T02:39:53 me307552.fit
307563   2.01  1.16 K2-IIIbCa-1            02 07 10.40 +23 27 44.71   1.206    6.0 119.0 2010-10-02T05:06:08 me307563.fit
307564   2.01  1.16 K2-IIIbCa-1            02 07 10.40 +23 27 44.71   1.222    7.0 110.2 2010-10-02T05:11:19 me307564.fit
307565   2.10  1.20 K2+IIb                 02 03 54.00 +42 19 46.99   1.233    8.0 132.5 2010-10-02T05:17:48 me307565.fit
307566   2.10  1.20 K2+IIb                 02 03 54.00 +42 19 46.99   1.249    9.5 112.7 2010-10-02T05:23:12 me307566.fit
307568   3.39  1.65 M4+IIIa                03 05 10.60 +38 50 25.01   1.116    8.0  71.5 2010-10-02T05:31:46 me307568.fit
307614   2.27  0.34 F2III                  00 09 10.70 +59 08 59.21   1.175   20.5 173.1 2010-10-02T23:44:51 me307614.fit
307620   5.01 -0.11 B2IV                   23 59 00.50 +55 45 17.71   1.141  150.0 107.9 2010-10-03T01:19:52 me307620.fit
307630   2.12 -0.05 B8V                    03 08 10.10 +40 57 20.30   1.029    8.0 126.3 2010-10-03T03:04:34 me307630.fit
307631   2.12 -0.05 B8V                    03 08 10.10 +40 57 20.30   1.028    9.6 140.4 2010-10-03T03:08:25 me307631.fit
307632   5.32  0.41 F4III                  03 32 26.30 +46 03 24.70   1.054  160.0 149.5 2010-10-03T03:29:07 me307632.fit
307633   2.27  0.34 F2III                  00 09 10.70 +59 08 59.21   1.370    9.0 125.0 2010-10-03T03:34:37 me307633.fit
307634   2.27  0.34 F2III                  00 09 10.70 +59 08 59.21   1.379   11.0 132.5 2010-10-03T03:38:17 me307634.fit
307635   4.81 -0.10 B2V                    00 42 03.90 +50 30 45.11   1.242  105.0 129.4 2010-10-03T03:43:13 me307635.fit
307638   5.01 -0.11 B2IV                   23 59 00.50 +55 45 17.71   1.527  150.0 157.4 2010-10-03T04:19:35 me307638.fit
307639   5.01 -0.11 B2IV                   23 59 00.50 +55 45 17.71   1.552  180.0 164.9 2010-10-03T04:25:26 me307639.fit
307640   6.40  0.11 A4IV                   01 00 31.00 +70 58 58.80   1.534  436.0 131.8 2010-10-03T04:34:27 me307640.fit
307681   5.97 -0.02 A0III                  00 58 31.10 +66 21 06.52   1.934  293.0 160.9 2010-10-03T20:13:27 me307681.fit
307764   5.18  0.42 F5IV-V                 00 21 07.30 +37 58 07.00   1.580  142.0 175.9 2010-10-04T04:46:41 me307764.fit
307765   5.18  0.42 F5IV-V                 00 21 07.30 +37 58 07.00   1.624  170.0 197.2 2010-10-04T04:53:28 me307765.fit
307766   4.95  0.17 A5V                    00 43 28.10 +47 01 28.38   1.502  121.0 185.1 2010-10-04T04:58:52 me307766.fit
307767   4.95  0.17 A5V                    00 43 28.10 +47 01 28.38   1.557  140.0 197.4 2010-10-04T05:09:25 me307767.fit
307775   2.12 -0.05 B8V                    03 08 10.00 +40 57 20.30   1.190    8.0 161.2 2010-10-04T05:59:00 me307775.fit
307776   2.12 -0.05 B8V                    03 08 10.00 +40 57 20.30   1.199   10.0 185.6 2010-10-04T06:02:50 me307776.fit
307825   5.23 -0.15 B2III                  22 41 28.70 +40 13 31.62   1.288  152.0 179.8 2010-10-04T19:57:59 me307825.fit
307826   5.23 -0.15 B2III                  22 41 28.70 +40 13 31.62   1.264  200.0 202.2 2010-10-04T20:05:16 me307826.fit
307827   2.27  0.34 F2III                  00 09 10.70 +59 08 59.21   1.618    9.0 167.3 2010-10-04T20:16:27 me307827.fit
307828   2.27  0.34 F2III                  00 09 10.70 +59 08 59.21   1.598   15.0 200.9 2010-10-04T20:20:53 me307828.fit
307858   4.81 -0.10 B2V                    00 42 03.90 +50 30 45.11   1.082  110.0 208.1 2010-10-05T01:28:25 me307858.fit
